图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,airport_inside-预测置信度,artstudio-预测置信度,auditorium-预测置信度,bakery-预测置信度,bar-预测置信度,bathroom-预测置信度,bedroom-预测置信度,bookstore-预测置信度,bowling-预测置信度,buffet-预测置信度,casino-预测置信度,children_room-预测置信度,church_inside-预测置信度,classroom-预测置信度,cloister-预测置信度,closet-预测置信度,clothingstore-预测置信度,computerroom-预测置信度,concert_hall-预测置信度,corridor-预测置信度,deli-预测置信度,dentaloffice-预测置信度,dining_room-预测置信度,elevator-预测置信度,fastfood_restaurant-预测置信度,florist-预测置信度,gameroom-预测置信度,garage-预测置信度,greenhouse-预测置信度,grocerystore-预测置信度,gym-预测置信度,hairsalon-预测置信度,hospitalroom-预测置信度,inside_bus-预测置信度,inside_subway-预测置信度,jewelleryshop-预测置信度,kindergarden-预测置信度,kitchen-预测置信度,laboratorywet-预测置信度,laundromat-预测置信度,library-预测置信度,livingroom-预测置信度,lobby-预测置信度,locker_room-预测置信度,mall-预测置信度,meeting_room-预测置信度,movietheater-预测置信度,museum-预测置信度,nursery-预测置信度,office-预测置信度,operating_room-预测置信度,pantry-预测置信度,poolinside-预测置信度,prisoncell-预测置信度,restaurant-预测置信度,restaurant_kitchen-预测置信度,shoeshop-预测置信度,stairscase-预测置信度,studiomusic-预测置信度,subway-预测置信度,toystore-预测置信度,trainstation-预测置信度,tv_studio-预测置信度,videostore-预测置信度,waitingroom-预测置信度,warehouse-预测置信度,winecellar-预测置信度
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0044.jpg,0,airport_inside,42,lobby,40,library,47,museum,False,0.0072326134,6.370477e-06,0.00069326855,8.874678e-06,4.777295e-06,1.5196761e-08,1.1437909e-08,2.5095822e-05,3.802306e-08,1.490817e-05,0.007811852,4.2827213e-07,0.008257202,3.765784e-09,9.595065e-06,1.9608455e-09,2.5418416e-07,5.4512624e-11,0.021224651,1.3880518e-06,6.0054083e-07,1.1029835e-12,7.142333e-05,7.793099e-07,1.0887657e-05,6.2713554e-09,0.00011831461,3.746616e-07,1.0134055e-06,1.0278993e-05,1.5823442e-06,1.6850593e-09,2.4423033e-10,3.0211896e-07,3.734544e-07,3.7315647e-05,2.7794984e-08,5.204033e-07,4.009637e-08,7.799575e-09,0.24097298,0.00055313524,0.41195062,7.84941e-08,0.037750024,1.1980764e-05,4.0705258e-05,0.19482788,7.297847e-12,3.2853615e-07,1.6414859e-08,3.719025e-08,0.0023276587,3.6599374e-07,0.0030541746,1.1720498e-05,6.9999005e-05,9.103943e-05,3.2973243e-05,0.00076724804,2.3867986e-05,0.0053953025,2.0629786e-06,1.5910267e-06,4.977156e-08,0.0013490457,0.055219922
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0062.jpg,0,airport_inside,0,airport_inside,59,subway,47,museum,True,0.9982957,2.0479474e-08,3.1608182e-05,1.5482494e-09,9.931373e-09,4.3788814e-10,2.6800057e-10,1.2970654e-08,2.0587933e-05,6.296878e-13,1.8523395e-10,3.82573e-10,1.7499649e-07,4.018636e-12,5.4616595e-07,9.379146e-11,1.2000191e-07,1.6307537e-10,4.822521e-06,5.474798e-10,2.3499802e-09,4.2834517e-11,1.2260281e-09,3.445713e-05,5.3205905e-08,4.325652e-11,7.509936e-08,4.2968433e-09,2.3554653e-08,2.6620945e-09,2.3122813e-07,3.44803e-09,3.16915e-10,1.033085e-09,7.2461023e-07,1.3102182e-07,1.0135894e-11,1.2008701e-10,1.3762215e-10,9.1158255e-11,3.0874933e-10,1.3892355e-08,6.2037298e-06,1.3492023e-07,8.0408614e-07,7.1899313e-09,9.8287884e-08,0.00058073923,1.4598145e-10,1.7916554e-09,4.539076e-11,3.87881e-09,0.00016193757,8.462371e-05,3.095644e-09,3.130307e-09,5.005471e-07,3.7344886e-08,1.8042616e-09,0.00072996935,6.771681e-08,3.8883325e-05,5.48647e-06,6.503769e-07,2.3736743e-10,4.3065003e-07,4.2236337e-08
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0088.jpg,0,airport_inside,0,airport_inside,52,poolinside,30,gym,True,0.42925492,0.0002419359,8.5651554e-05,3.2694314e-07,2.6848586e-05,7.318202e-06,3.2225046e-06,3.5454806e-05,0.019399667,5.349481e-08,4.955113e-07,1.6602286e-05,4.2036922e-06,6.1489586e-06,5.26643e-06,1.0381471e-07,3.1904638e-06,4.814632e-06,2.2322927e-05,1.6528627e-06,1.1396261e-05,2.6189734e-06,4.729774e-06,0.019790877,8.298072e-05,4.974365e-07,0.0009374908,0.015530364,3.270096e-05,3.2384758e-06,0.09440997,1.6329769e-06,0.0001330218,9.694746e-06,0.0031734025,3.6292546e-05,2.0141788e-05,1.3051524e-06,9.167521e-05,0.00057390134,9.238002e-09,1.0823215e-05,0.000100383695,0.046642195,0.0019485989,0.00017193035,1.2586727e-05,0.08739534,1.1681199e-07,4.2859565e-06,0.0008057603,3.8970747e-06,0.10404805,0.009285364,6.46509e-07,5.8327096e-06,5.5288224e-06,0.0090407515,0.00015401424,0.037826937,0.000364748,0.03246798,0.08544911,0.00012923345,0.00015135919,5.8406695e-06,5.4195357e-07
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0095.jpg,0,airport_inside,0,airport_inside,23,elevator,59,subway,True,0.4959426,1.5120402e-05,2.4978197e-06,7.151874e-06,9.41038e-06,4.323483e-06,4.3407832e-07,0.00015596219,0.0027577125,8.225709e-11,8.6022544e-07,7.699772e-06,3.4445823e-06,5.3197247e-08,3.4607645e-05,3.0995446e-07,9.528018e-08,2.8144736e-08,1.4855704e-07,1.9208966e-05,8.587178e-06,2.3459084e-05,9.010599e-07,0.3133887,4.0529103e-05,9.403633e-06,2.0730338e-06,2.2686207e-05,2.5984288e-08,9.4431704e-07,2.057792e-06,1.8525965e-06,5.0073037e-08,1.6739346e-05,0.054704748,0.0011240978,6.270225e-08,6.431026e-08,3.687956e-06,3.2536245e-05,1.2731872e-06,3.1127993e-06,0.0001637309,0.0005590102,0.0007992376,1.9866893e-06,4.016703e-08,0.014377108,5.8773185e-06,3.157793e-06,4.487801e-07,7.262113e-07,0.00043809306,0.00024747185,2.0727093e-06,1.4369595e-06,0.00048230702,4.3798344e-05,2.8256252e-07,0.11000821,5.5316363e-05,0.00021377316,0.00011971934,0.0041143913,2.2952738e-06,4.641792e-06,5.513548e-06
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0140.jpg,0,airport_inside,0,airport_inside,61,trainstation,65,warehouse,True,0.78382814,3.2214777e-07,7.512136e-05,6.4295314e-08,3.7415012e-07,1.7379652e-10,4.115341e-11,6.328523e-06,0.00036126855,4.698545e-09,6.944878e-06,1.9681383e-09,1.2490013e-06,3.2228005e-08,3.5334946e-09,5.41188e-10,4.5431786e-08,2.4998101e-08,1.1522345e-05,3.553272e-06,3.397617e-07,1.1212894e-09,9.662253e-09,8.7998814e-07,9.857862e-07,1.8807554e-10,2.4770588e-06,3.764429e-07,2.0596165e-06,1.4455745e-05,2.1584852e-05,1.1367709e-08,2.5574225e-08,0.0001482793,9.167623e-06,2.6588714e-07,2.9430254e-08,6.5148034e-09,1.2652756e-05,2.6324096e-07,0.0025494709,8.340531e-08,0.00086442276,1.4312137e-05,0.0071941963,8.526389e-07,5.5869474e-08,0.00076567254,6.158804e-13,6.310861e-07,2.0373136e-07,2.1339543e-09,0.030180562,1.476004e-06,3.611442e-06,2.8132993e-06,1.3537917e-05,7.595488e-06,9.568853e-06,0.0020034362,4.249673e-06,0.13127048,9.708701e-06,3.3375193e-06,4.6467825e-09,0.040590335,7.1588806e-07
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0152.jpg,0,airport_inside,0,airport_inside,59,subway,61,trainstation,True,0.7906744,2.5746907e-09,0.000105148574,2.715748e-07,2.1413332e-08,3.2406234e-08,5.599791e-10,5.9125256e-07,0.00035230088,7.843715e-09,1.2337101e-07,3.9408096e-10,2.0394907e-07,3.026162e-09,3.2377767e-07,4.4577505e-11,1.3032849e-09,1.4213377e-08,1.9439403e-05,3.6058213e-06,4.4016838e-07,2.8798726e-09,1.7822799e-09,1.17744585e-05,4.7436288e-08,7.616155e-11,1.7652071e-07,1.7096228e-06,0.0007433619,1.8909043e-06,5.6670483e-08,8.286174e-10,4.5848516e-09,2.5265155e-05,1.3499792e-05,9.705376e-08,9.260974e-11,1.3439897e-08,1.2251067e-07,2.5231013e-05,2.3777359e-06,2.3871443e-08,0.00025045802,3.7701484e-05,0.0034356578,8.3190787e-07,2.4408203e-07,5.0780087e-05,7.717828e-12,8.156348e-08,2.934778e-07,4.6383413e-08,0.026005616,8.752676e-07,2.5239362e-07,2.5806105e-05,1.1592823e-06,8.9750565e-06,5.3042214e-07,0.10055303,9.043007e-08,0.07760512,1.9195572e-06,2.9214075e-07,1.2463608e-08,3.7371006e-05,7.457426e-08
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0165.jpg,0,airport_inside,0,airport_inside,47,museum,59,subway,True,0.9841651,2.2081417e-06,1.9871284e-05,3.9220783e-08,1.0359429e-05,1.3640593e-09,9.0534185e-09,7.558245e-08,0.00059998047,2.891744e-12,1.6214843e-06,1.7770849e-07,4.1171668e-07,2.1266446e-09,1.1230067e-06,3.7223674e-07,7.115132e-06,7.2719104e-08,2.5253087e-07,1.2021376e-07,4.062788e-08,6.73712e-10,1.8470232e-07,0.00012863318,2.7914604e-05,4.9658194e-11,1.8193974e-07,8.073099e-07,2.9850974e-12,9.849497e-09,0.0007710951,1.0501008e-06,1.3189434e-07,1.2016247e-06,1.4710552e-05,4.8374704e-06,5.2672694e-10,4.617177e-09,3.9107522e-07,1.3771862e-06,3.1179115e-09,7.1714936e-09,8.24937e-06,0.0011589116,0.00026271667,2.2704358e-08,1.7135992e-06,0.007326245,1.0590334e-08,1.1230858e-08,9.786769e-08,6.8732255e-09,4.2226762e-05,0.0001342102,1.9175329e-07,1.368239e-07,4.9810146e-06,2.6958185e-08,2.404515e-07,0.0049286378,3.9282608e-07,0.00026137868,9.414578e-05,6.10511e-07,5.3302153e-07,5.925953e-06,6.8592426e-06
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0275.jpg,0,airport_inside,0,airport_inside,61,trainstation,44,mall,True,0.9265561,6.513709e-11,0.00010741146,1.6968489e-10,2.3199334e-09,1.6459264e-13,6.908016e-14,1.953048e-08,4.1698972e-06,8.8227266e-13,5.0283e-07,1.0198205e-11,2.5531125e-07,7.547835e-12,3.8239883e-10,1.2836943e-12,2.0747295e-09,6.0265373e-12,0.00026203305,2.1921475e-11,4.8806323e-09,2.6736005e-13,9.081655e-12,1.8040137e-10,5.3886597e-09,3.158996e-13,2.3494334e-10,4.853618e-09,2.9410693e-08,3.051418e-07,8.011273e-09,4.1983075e-10,5.732821e-12,1.7094817e-07,2.8153249e-08,1.196585e-08,6.814441e-12,7.555851e-10,7.871936e-09,7.631566e-08,1.1580398e-07,8.943398e-12,2.378118e-05,1.6908173e-06,0.024457326,2.6918824e-06,5.64685e-08,0.00029827043,1.267496e-15,1.5773441e-10,9.446174e-10,1.745611e-10,0.00019160037,1.1800525e-09,4.0587565e-08,3.1108883e-08,2.7026297e-06,8.819918e-09,4.9481765e-09,0.0043962034,1.4804577e-07,0.043691676,2.2111399e-08,1.777989e-08,1.0360463e-11,1.469683e-06,1.0148402e-06
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0290.jpg,0,airport_inside,50,operating_room,8,bowling,21,dentaloffice,False,0.0066941176,0.00018991959,0.0001359761,0.00010679952,5.6974163e-06,6.679211e-06,0.00020081288,1.3162818e-05,0.08294652,1.891234e-08,0.00013119212,1.1674252e-05,1.3292713e-07,4.305946e-06,5.7263517e-08,0.00039861986,0.0038007111,0.00020027661,5.542406e-06,1.6711512e-07,2.0797437e-05,0.036043398,3.9644235e-07,4.5203655e-05,4.0847448e-05,8.7788993e-07,0.0001944182,0.00080742425,2.7014206e-08,0.00027764,0.00043723913,5.7889734e-05,0.025854794,0.020248886,0.0022400152,3.0035606e-05,4.807223e-06,2.444172e-07,0.025505442,0.019102149,4.909389e-07,2.7995607e-06,4.6585538e-07,0.0007492821,3.3343484e-05,0.00064259145,3.164916e-05,0.00021964514,2.1358221e-06,0.0002576704,0.7213728,1.4281728e-05,0.003716536,8.324391e-06,2.967413e-05,0.011022229,0.0007143484,2.0217317e-06,3.8806735e-05,0.0005759054,0.00014317001,0.000114618066,0.034338642,1.5653879e-05,9.587554e-05,8.952927e-05,2.8552402e-06
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0306.jpg,0,airport_inside,44,mall,0,airport_inside,61,trainstation,True,0.20114325,1.0413788e-05,0.00011257547,2.9467301e-07,1.1548578e-05,2.855907e-06,6.035525e-07,2.1590765e-06,1.0198366e-06,6.1330963e-09,4.5000195e-07,6.787082e-05,0.00016257624,2.538924e-06,0.0037614428,1.4665967e-08,7.070878e-06,1.9753822e-06,3.4334298e-05,0.00035307574,1.3628213e-07,2.4764478e-05,0.00016687505,1.964e-05,0.00016048522,1.6599935e-06,0.0002735481,0.00090891076,3.0827753e-06,9.604341e-06,0.0029630298,0.00056815293,9.661925e-06,0.00047596978,0.0018570907,4.542166e-05,1.0179147e-06,8.657722e-06,1.221214e-05,0.0011478165,0.00016310705,0.00011881861,0.013017329,0.000490692,0.6900811,0.00015420884,1.1486783e-05,0.018966584,1.273679e-06,8.9764464e-05,1.0625538e-06,5.652806e-05,0.0059563583,0.0015738363,0.00022772297,1.6461173e-06,0.00027405936,0.002751411,1.5861111e-06,0.0025608868,2.687214e-06,0.032168556,0.00010447535,2.2283537e-05,0.016778369,7.015936e-05,2.0128846e-05
