图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,Bedroom-预测置信度,Coast-预测置信度,Forest-预测置信度,Highway-预测置信度,Industrial-预测置信度,InsideCity-预测置信度,Kitchen-预测置信度,LivingRoom-预测置信度,Mountain-预测置信度,Office-预测置信度,OpenCountry-预测置信度,Store-预测置信度,Street-预测置信度,Suburb-预测置信度,TallBuilding-预测置信度
<DATA_ROOT>/data15/test/Bedroom/image_0191.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.999673,1.1750409e-05,1.1603896e-06,1.4549302e-06,6.6618195e-06,6.5896847e-06,6.862472e-05,0.00017251166,4.2793617e-06,1.2974752e-05,2.1335345e-06,1.48322515e-05,6.7979204e-07,3.6575336e-06,1.9615763e-05
<DATA_ROOT>/data15/test/Bedroom/image_0026.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,11,Store,True,0.99928516,3.5416547e-06,1.5880763e-06,5.4752803e-07,5.025964e-06,1.6654297e-06,6.3299514e-05,0.00049945863,2.9549951e-06,3.4416842e-06,8.806347e-07,0.00011987716,4.0899806e-07,6.3804464e-06,5.869451e-06
<DATA_ROOT>/data15/test/Bedroom/image_0033.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9998934,2.7188937e-06,1.1436402e-06,7.031083e-07,3.7067268e-06,1.1503894e-06,1.6007616e-05,5.6075987e-05,2.5159043e-06,1.8903314e-06,1.2010591e-06,1.347321e-05,4.1915422e-07,1.7106443e-06,3.7958962e-06
<DATA_ROOT>/data15/test/Bedroom/image_0153.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9998852,3.227967e-06,1.3385057e-06,5.3906376e-07,2.99522e-06,9.3996096e-07,2.5275462e-05,5.883102e-05,2.6997334e-06,1.7120566e-06,1.815212e-06,1.016425e-05,3.118071e-07,2.264156e-06,2.5593054e-06
<DATA_ROOT>/data15/test/Bedroom/image_0192.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.92832834,2.1952832e-05,6.953039e-06,4.7526432e-06,9.7612676e-05,0.0001364152,0.0014885811,0.067955755,5.8052506e-06,0.0007969791,4.496272e-06,0.00097427657,5.2960036e-06,9.9065925e-05,7.3716496e-05
<DATA_ROOT>/data15/test/Bedroom/image_0019.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9985033,1.5491032e-05,5.6954017e-05,1.5446032e-06,1.2580172e-05,9.078405e-06,8.9466674e-05,0.001196357,1.0398779e-05,1.863045e-05,1.1104737e-05,3.8238355e-05,7.8293994e-07,2.1977674e-05,1.401769e-05
<DATA_ROOT>/data15/test/Bedroom/image_0030.jpg,0,Bedroom,7,LivingRoom,0,Bedroom,11,Store,True,0.100938395,2.8517785e-05,3.8135186e-05,5.850072e-06,0.00022456747,4.9147882e-05,0.00242903,0.81151503,1.5217871e-05,0.00033899138,1.3009908e-05,0.08377333,1.5426003e-05,0.00058367924,3.177332e-05
<DATA_ROOT>/data15/test/Bedroom/image_0024.jpg,0,Bedroom,0,Bedroom,11,Store,7,LivingRoom,True,0.96949625,1.8751107e-05,5.6853105e-06,3.557495e-06,4.4979508e-05,9.260913e-06,0.0003082863,0.0032356738,1.3983816e-05,0.00015720756,5.4535276e-06,0.026645197,5.67484e-06,1.8522154e-05,3.158378e-05
<DATA_ROOT>/data15/test/Bedroom/image_0140.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9984108,8.511835e-06,2.2505367e-06,1.0330697e-06,5.459693e-06,4.8248385e-06,7.6740704e-05,0.0014453722,3.2068497e-06,5.7458124e-06,2.6096775e-06,1.7682018e-05,7.2647356e-07,6.2951167e-06,8.691164e-06
<DATA_ROOT>/data15/test/Bedroom/image_0168.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.99962604,2.3835397e-05,1.4877198e-05,1.991918e-06,1.1589932e-05,5.4913667e-06,6.930284e-05,0.00016100798,1.716125e-05,6.1666356e-06,1.7781951e-05,1.979347e-05,4.4869367e-07,1.3281487e-05,1.124265e-05
<DATA_ROOT>/data15/test/Bedroom/image_0020.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9998528,6.206139e-06,1.0724234e-06,7.831245e-07,7.205443e-06,2.7727792e-06,3.2057633e-05,5.9995364e-05,3.7987331e-06,3.4084244e-06,1.1867588e-06,1.1344275e-05,4.7845566e-07,1.5233302e-06,1.5370513e-05
<DATA_ROOT>/data15/test/Bedroom/image_0034.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9985929,9.996614e-06,2.810024e-06,1.8155391e-06,9.658735e-06,2.3715727e-06,6.501314e-05,0.0012539221,5.079438e-06,6.2238846e-06,3.113419e-06,2.4120725e-05,7.481732e-07,1.1381227e-05,1.08873355e-05
<DATA_ROOT>/data15/test/Bedroom/image_0008.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9997271,8.174561e-06,1.2599992e-06,1.1025747e-06,6.2463632e-06,1.1921903e-06,4.1517727e-05,0.00017723753,4.2641286e-06,2.4873036e-06,2.2539746e-06,1.50139695e-05,6.1936197e-07,5.1272514e-06,6.4155647e-06
<DATA_ROOT>/data15/test/Bedroom/image_0021.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9994992,8.635598e-06,1.9970973e-06,1.214821e-06,9.116696e-06,4.9947175e-06,8.3978804e-05,0.00033445726,5.1437023e-06,7.3971187e-06,2.2763716e-06,1.4490288e-05,4.0451133e-07,1.242343e-05,1.4257069e-05
<DATA_ROOT>/data15/test/Bedroom/image_0182.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9998857,3.2137775e-06,6.214449e-07,4.425973e-07,1.6318597e-06,8.972725e-07,3.2500004e-05,5.5217766e-05,3.4424127e-06,2.0925336e-06,9.823383e-07,7.6042e-06,2.1184529e-07,1.383728e-06,4.0267614e-06
<DATA_ROOT>/data15/test/Bedroom/image_0196.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.99972314,4.459376e-06,1.5561953e-06,9.574421e-07,3.544978e-06,1.7720639e-06,3.5761583e-05,0.00020099773,3.137551e-06,3.7304637e-06,1.3115169e-06,8.947517e-06,4.4991737e-07,3.063724e-06,7.175723e-06
<DATA_ROOT>/data15/test/Bedroom/image_0141.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9998141,5.026544e-06,7.0877013e-07,6.3270835e-07,3.7981513e-06,2.6976215e-06,3.337269e-05,0.00011340121,2.416422e-06,3.8476974e-06,6.631435e-07,8.196241e-06,3.4233994e-07,1.9609693e-06,8.824047e-06
<DATA_ROOT>/data15/test/Bedroom/image_0157.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.99977344,4.684992e-06,1.301092e-06,7.5147966e-07,4.152589e-06,1.9817026e-06,5.0253642e-05,0.00012701342,3.986003e-06,6.6645734e-06,1.7190063e-06,1.5818137e-05,3.5286942e-07,2.9259747e-06,4.972881e-06
<DATA_ROOT>/data15/test/Bedroom/image_0180.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.99969447,5.242896e-06,1.1616902e-06,1.3591057e-06,5.0010894e-06,1.9323643e-06,3.1680105e-05,0.00020932173,5.4695493e-06,5.5544e-06,1.6512741e-06,2.4935005e-05,4.9771637e-07,2.553062e-06,9.223094e-06
<DATA_ROOT>/data15/test/Bedroom/image_0209.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.999828,3.8283006e-06,1.9259637e-06,6.6653473e-07,4.055819e-06,1.080886e-06,5.043268e-05,6.488395e-05,7.3192473e-06,3.5789199e-06,1.7182133e-06,2.4859171e-05,4.150695e-07,3.7946634e-06,3.4780633e-06
<DATA_ROOT>/data15/test/Bedroom/image_0208.jpg,0,Bedroom,0,Bedroom,6,Kitchen,7,LivingRoom,True,0.9998702,4.2904803e-06,9.740347e-07,7.421678e-07,6.279884e-06,1.8822465e-06,4.5607267e-05,3.5936497e-05,3.2375249e-06,4.444127e-06,1.4171067e-06,1.7636405e-05,4.8594444e-07,2.7016347e-06,4.218857e-06
<DATA_ROOT>/data15/test/Bedroom/image_0195.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.99644667,1.115024e-05,2.2632898e-06,2.314098e-06,1.2584899e-05,7.446272e-06,0.00013193574,0.003316334,3.4285254e-06,7.068044e-06,2.9728376e-06,1.7962853e-05,1.3081863e-06,1.9469766e-05,1.7097207e-05
<DATA_ROOT>/data15/test/Bedroom/image_0156.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9998729,3.7365917e-06,1.8814602e-06,9.1833317e-07,4.451418e-06,1.0839086e-06,2.830499e-05,4.6704437e-05,7.160022e-06,4.1865487e-06,2.140361e-06,1.8430777e-05,4.2157984e-07,2.943072e-06,4.7020294e-06
<DATA_ROOT>/data15/test/Bedroom/image_0142.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9970577,4.2956813e-06,2.6872665e-06,7.7758295e-07,4.3248006e-06,2.7924607e-06,0.00011283196,0.002757669,3.1253207e-06,8.272217e-06,1.8515128e-06,2.6987273e-05,5.577826e-07,9.624333e-06,6.608925e-06
<DATA_ROOT>/data15/test/Bedroom/image_0119.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9997203,6.429474e-06,1.4617485e-06,2.255503e-06,7.988068e-06,2.3973416e-06,5.455669e-05,0.00015413573,5.0460803e-06,3.4752616e-06,2.1657745e-06,2.3026238e-05,7.486265e-07,5.942516e-06,1.0052896e-05
<DATA_ROOT>/data15/test/Bedroom/image_0131.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.99955803,6.192641e-06,1.4212808e-05,9.864336e-07,5.366311e-06,3.4483742e-06,3.6910533e-05,0.0003257469,5.172606e-06,3.7599116e-06,2.4741962e-06,1.6065705e-05,4.6002882e-07,5.6214867e-06,1.5462118e-05
<DATA_ROOT>/data15/test/Bedroom/image_0092.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9982591,8.660936e-06,5.250889e-06,8.568964e-07,8.1982735e-06,4.9457267e-06,0.00012957791,0.0015130345,5.881278e-06,4.348161e-06,3.535802e-06,1.9986783e-05,6.196203e-07,2.6055252e-05,1.0030834e-05
<DATA_ROOT>/data15/test/Bedroom/image_0086.jpg,0,Bedroom,0,Bedroom,6,Kitchen,7,LivingRoom,True,0.99985456,1.4090737e-05,1.7505819e-06,1.7043151e-06,9.093309e-06,3.0211536e-06,3.38243e-05,2.9574137e-05,7.0033493e-06,3.160181e-06,3.366107e-06,2.6995593e-05,1.0320813e-06,3.092462e-06,7.66309e-06
<DATA_ROOT>/data15/test/Bedroom/image_0087.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9998809,5.4122106e-06,1.8688802e-06,9.5341704e-07,4.44951e-06,9.660467e-07,1.7412181e-05,5.2589712e-05,6.8892623e-06,1.3888749e-06,2.1342e-06,1.5931117e-05,6.0239165e-07,2.1331664e-06,6.3701896e-06
