图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,airport_inside-预测置信度,artstudio-预测置信度,auditorium-预测置信度,bakery-预测置信度,bar-预测置信度,bathroom-预测置信度,bedroom-预测置信度,bookstore-预测置信度,bowling-预测置信度,buffet-预测置信度,casino-预测置信度,children_room-预测置信度,church_inside-预测置信度,classroom-预测置信度,cloister-预测置信度,closet-预测置信度,clothingstore-预测置信度,computerroom-预测置信度,concert_hall-预测置信度,corridor-预测置信度,deli-预测置信度,dentaloffice-预测置信度,dining_room-预测置信度,elevator-预测置信度,fastfood_restaurant-预测置信度,florist-预测置信度,gameroom-预测置信度,garage-预测置信度,greenhouse-预测置信度,grocerystore-预测置信度,gym-预测置信度,hairsalon-预测置信度,hospitalroom-预测置信度,inside_bus-预测置信度,inside_subway-预测置信度,jewelleryshop-预测置信度,kindergarden-预测置信度,kitchen-预测置信度,laboratorywet-预测置信度,laundromat-预测置信度,library-预测置信度,livingroom-预测置信度,lobby-预测置信度,locker_room-预测置信度,mall-预测置信度,meeting_room-预测置信度,movietheater-预测置信度,museum-预测置信度,nursery-预测置信度,office-预测置信度,operating_room-预测置信度,pantry-预测置信度,poolinside-预测置信度,prisoncell-预测置信度,restaurant-预测置信度,restaurant_kitchen-预测置信度,shoeshop-预测置信度,stairscase-预测置信度,studiomusic-预测置信度,subway-预测置信度,toystore-预测置信度,trainstation-预测置信度,tv_studio-预测置信度,videostore-预测置信度,waitingroom-预测置信度,warehouse-预测置信度,winecellar-预测置信度
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0044.jpg,0,airport_inside,0,airport_inside,61,trainstation,59,subway,True,0.9224875,1.7959768e-05,9.173762e-05,2.2087439e-05,9.050121e-06,1.17565534e-07,2.5579978e-09,3.40864e-05,0.00027504587,2.885254e-05,0.0013597468,4.8972566e-07,7.078571e-05,6.263036e-07,5.5666915e-06,2.9197267e-07,6.47965e-05,1.1992496e-06,0.0006648221,2.0853684e-06,9.6333664e-05,5.7924103e-07,7.981798e-06,1.1322462e-05,5.2588224e-05,3.40606e-05,1.7874853e-06,1.7904735e-05,0.00055186485,5.1367668e-05,1.941392e-05,1.1521046e-06,3.2571e-07,7.125915e-07,0.00087370054,7.28963e-05,1.3186193e-05,5.0833984e-07,5.6423232e-05,1.1087641e-06,2.8031593e-05,3.9204238e-06,0.00053151336,2.8567297e-07,0.006340623,7.0717524e-06,0.00014322416,0.006268725,2.7376249e-08,2.1983247e-05,3.959557e-06,4.4197822e-07,9.510879e-05,6.6247e-05,7.4031645e-06,1.7617981e-06,0.00011454644,0.0003810812,2.215689e-05,0.009124718,0.00045121432,0.04892848,2.1910579e-05,1.00652205e-05,2.9090705e-05,0.00039265715,1.7319153e-06
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0062.jpg,0,airport_inside,0,airport_inside,61,trainstation,59,subway,True,0.98877394,4.2737297e-06,9.1775255e-06,3.153409e-06,9.4934285e-06,1.4368447e-06,2.7039576e-08,6.540593e-06,0.0001621078,4.0080563e-06,3.6161964e-05,2.0914231e-07,2.1282628e-06,1.9918996e-06,2.6775501e-06,2.390537e-06,2.5616519e-05,1.2724684e-05,1.7380708e-05,0.00017247236,4.5678316e-05,2.2999624e-05,1.1832261e-05,0.00023326608,3.0424315e-05,8.623971e-06,6.509159e-07,1.0112184e-06,3.2813948e-06,8.372808e-06,1.068868e-05,1.2957552e-05,4.4030808e-06,1.886202e-06,8.5724634e-05,3.4381817e-05,2.9573897e-07,6.1067124e-07,3.0401865e-05,1.6444523e-05,6.849255e-06,3.1425864e-06,0.00035506673,4.9468354e-06,0.0003464185,0.00018445757,7.330763e-06,4.533988e-05,6.057424e-08,9.947229e-05,2.039422e-06,1.6554866e-06,1.9756513e-05,2.0482419e-06,4.684463e-06,3.942946e-06,2.4151766e-05,6.126837e-05,5.517478e-06,0.0003622722,1.0546277e-05,0.008411157,4.1051476e-06,1.714375e-05,0.00019752943,6.8242052e-06,3.308082e-07
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0088.jpg,0,airport_inside,0,airport_inside,42,lobby,30,gym,True,0.99773717,1.7189853e-06,1.0233005e-05,2.2646059e-07,2.042171e-06,1.2174229e-07,8.2955137e-07,6.3608826e-07,2.557884e-05,5.0484864e-06,1.0648842e-05,8.4844487e-07,8.39209e-07,2.0142024e-06,8.313595e-07,8.605346e-07,3.7074208e-06,1.3064534e-06,8.518124e-06,0.00023146856,4.2660517e-06,2.7443028e-07,6.2601434e-06,2.6099808e-05,6.2719187e-07,3.5959317e-07,3.5416829e-06,3.3500019e-06,3.4836847e-07,2.789628e-07,0.0005740047,4.4475837e-07,3.918559e-06,2.3723555e-06,1.206198e-05,2.1872145e-07,3.0111886e-07,3.4580204e-08,1.4182899e-07,1.7684544e-06,6.695322e-07,1.2017086e-05,0.0006286438,3.6355814e-06,2.210158e-05,2.138819e-05,2.8913999e-05,1.1557181e-05,7.8909466e-08,3.720606e-05,2.807467e-07,9.807507e-08,2.1656411e-05,8.760335e-06,2.0608788e-06,1.2956964e-07,4.136393e-06,0.0002470511,4.67118e-06,3.1147943e-06,1.8888146e-06,0.0001474751,1.5965749e-06,3.7702262e-05,6.620929e-05,1.5699376e-06,1.0964979e-08
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0095.jpg,0,airport_inside,0,airport_inside,61,trainstation,44,mall,True,0.56543666,0.0016301898,0.00018518817,0.00042095105,0.0016214761,0.00038234278,3.036279e-06,0.0046180813,0.00081181,0.0015354257,0.0021940202,5.5035516e-06,0.000110963534,0.0012629826,0.0010181097,0.00045979692,0.005704842,5.6450343e-05,0.0002345588,0.00015649562,0.008676426,0.011863544,8.318937e-05,0.008594124,0.0016893938,0.0026223199,1.1331607e-05,2.0774367e-05,0.00059949036,0.0013186431,0.00054274226,0.0004992286,0.00066542963,0.000996614,0.006473354,0.0015439893,0.0007832187,2.5446685e-05,0.0011236757,0.0029791787,0.0042499956,3.4504243e-05,0.0021992614,0.0006384585,0.047074873,0.0014051641,0.00093047135,0.006650239,3.7627422e-05,0.0408631,3.8708426e-05,0.0001804665,0.0033767016,5.007991e-05,0.0044420883,9.813421e-05,0.0046378886,0.007855351,0.00047209972,0.02516552,0.001910216,0.17209981,0.0071958913,0.0053352965,0.023569949,0.0004635941,6.361887e-05
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0140.jpg,0,airport_inside,0,airport_inside,44,mall,61,trainstation,True,0.99369025,9.26464e-07,3.7726852e-06,4.0971233e-07,1.993619e-06,4.125728e-08,1.3568564e-08,1.3813279e-06,1.992467e-06,5.5510172e-06,3.0535608e-05,7.297948e-08,2.5350565e-07,1.16809765e-07,3.1035038e-06,1.2958314e-07,3.0184634e-05,3.326065e-07,7.993923e-06,1.1602064e-05,4.0296836e-06,1.1080979e-07,2.603047e-06,6.4469583e-07,4.671925e-06,2.380338e-06,3.991331e-07,1.1878766e-06,1.2796199e-05,2.399966e-06,1.0008627e-05,1.7094195e-07,9.550203e-07,8.825652e-08,1.1689251e-06,3.9253855e-06,2.3229664e-07,2.7964731e-08,5.461123e-06,1.4032285e-07,4.519854e-06,2.558059e-06,0.00029377246,1.9330926e-08,0.004159732,4.6274495e-06,2.3068121e-06,0.00027019027,3.0244294e-08,1.2524451e-05,4.4973877e-08,5.5953816e-08,0.0001005718,7.0596057e-06,2.3970792e-06,2.3470717e-07,3.5984524e-06,0.00014207128,1.180322e-06,7.199932e-05,1.7137321e-05,0.0010139004,7.2981396e-07,8.059597e-07,3.3238706e-05,1.050619e-05,5.9362232e-08
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0152.jpg,0,airport_inside,0,airport_inside,61,trainstation,44,mall,True,0.94150877,7.1836935e-06,6.004353e-06,1.9465954e-06,5.1299166e-06,6.97985e-07,2.3962558e-08,4.658626e-06,4.7063204e-05,1.5532383e-05,0.00016271534,1.660016e-07,1.1930564e-05,2.8837746e-07,7.577742e-05,1.4910569e-06,6.699066e-05,3.1664051e-06,3.9752624e-05,8.552642e-05,4.9243345e-06,5.1300535e-06,3.1483717e-06,8.760017e-06,5.915206e-06,1.2190036e-06,6.591332e-07,1.6727821e-05,0.000217797,3.3341123e-05,3.0231327e-05,7.420261e-07,8.807716e-06,6.9309436e-07,0.0010584097,1.5566238e-05,2.3553894e-06,4.0346183e-07,1.7348277e-05,1.1093417e-06,5.3693868e-05,5.0072745e-06,0.0002542224,5.266748e-07,0.0043297526,0.0003242994,1.1959647e-05,0.00048094374,8.644916e-08,3.9424085e-05,5.711873e-07,4.0064788e-07,0.0009321372,5.7110832e-05,1.4376639e-06,4.8374786e-06,1.0382114e-05,0.0002949639,9.245058e-06,0.0033573252,8.061622e-06,0.046114884,9.670847e-06,3.5897801e-06,0.00017529311,4.1299547e-05,7.500229e-07
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0165.jpg,0,airport_inside,23,elevator,0,airport_inside,47,museum,True,0.16415998,0.0008359441,0.0056536733,6.417843e-05,0.0035366355,7.622315e-05,1.648269e-06,4.9827206e-05,0.004400692,0.00031895295,0.0066165244,9.406048e-05,7.430989e-05,0.0005862405,6.0906335e-05,0.000227498,0.0005781631,0.0003160504,0.0021433358,0.0012892132,0.0004561772,0.00030525046,2.6862666e-05,0.57500327,0.00022156355,7.207357e-05,0.00033825028,0.0048258086,1.7998744e-05,0.000110024484,0.0055485424,0.00018950866,0.00012865054,0.00026076857,0.004023686,8.514107e-05,0.00026319906,1.4637481e-05,0.0025344177,0.00030883096,7.233483e-05,3.516017e-05,0.028527435,0.031742208,0.0013214409,0.02386495,0.002460104,0.06882239,2.6328264e-06,0.0038371293,0.0004517371,3.9778744e-05,0.000758543,0.004584146,0.00025801777,3.7875965e-05,0.0012197717,0.0016421274,0.0017963009,0.003534417,0.00064682064,0.016395055,0.002629829,0.0030796055,0.01453217,0.0018764059,1.2961376e-05
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0275.jpg,0,airport_inside,0,airport_inside,61,trainstation,44,mall,True,0.987061,1.0795749e-06,9.413397e-06,3.356642e-06,3.5582245e-05,8.8318376e-07,6.3439574e-09,1.0565755e-05,1.318253e-05,4.3827218e-05,0.00012092986,3.510438e-08,4.531134e-07,3.7890067e-07,3.1213997e-06,1.533196e-06,0.00012284357,5.3713575e-06,3.185073e-05,2.9109426e-05,1.3727992e-05,2.7640607e-07,1.7988687e-06,2.52543e-06,5.5533533e-06,1.8820832e-06,6.6372077e-06,3.2729527e-06,1.5190228e-05,1.1466776e-05,4.036267e-05,3.6842496e-07,5.535811e-07,3.8543791e-07,4.490925e-06,4.444585e-06,2.2130187e-07,2.3270111e-07,1.1479731e-05,1.6824484e-06,1.0671019e-05,1.0068572e-06,0.0002574707,2.515355e-07,0.0027778186,5.0665035e-06,4.192603e-06,0.0004497213,1.436806e-08,2.664692e-05,2.2527853e-07,2.9533112e-07,1.3058207e-05,2.4882185e-05,2.5159443e-06,3.96439e-07,1.7454859e-05,0.00033603385,2.756502e-06,0.00026572123,1.9831226e-05,0.008073438,3.7131915e-07,6.1959995e-06,3.5048903e-05,4.776357e-05,1.4358494e-07
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0290.jpg,0,airport_inside,0,airport_inside,34,inside_subway,61,trainstation,True,0.4086174,3.4063338e-05,8.235423e-06,0.000119775854,0.00023518925,2.4968753e-05,8.351951e-06,9.057121e-05,0.00029248124,0.0001270509,0.00017301462,3.1194734e-06,3.8761655e-06,4.1739663e-06,2.6928985e-06,1.8089417e-05,0.00088118325,2.073865e-05,1.0664545e-05,5.41328e-05,0.0031441334,4.3769982e-05,3.6840993e-06,0.0007679443,0.0009661417,0.00015966542,5.4728498e-05,2.3926174e-05,4.4466215e-05,0.0006018095,0.00013604027,2.6324413e-05,0.00032376204,0.00081114634,0.28397217,4.8117603e-05,2.1924914e-06,3.6918439e-06,0.00011536255,0.0024194843,1.8226983e-05,2.4298923e-05,6.697437e-05,2.3653514e-05,0.0130761685,6.056122e-06,0.00026972708,0.00019260023,2.0679054e-06,0.00011723043,5.4847706e-06,2.896532e-06,0.00027187628,0.00051309046,3.5930734e-05,1.2192007e-05,0.0018479989,0.028874116,0.00028708577,0.09217011,0.00027337487,0.15248312,0.00029549177,0.0021284865,0.0025703306,3.0591305e-05,2.4812546e-06
<DATA_ROOT>/dataset/test/airport_inside/airport_inside_0306.jpg,0,airport_inside,0,airport_inside,61,trainstation,59,subway,True,0.89327693,8.141895e-06,9.924388e-06,6.2342897e-06,6.2498184e-05,7.4342677e-07,2.447605e-08,1.1912657e-06,9.8545555e-05,7.949246e-06,2.0440477e-05,1.233168e-07,3.0144338e-07,1.9580766e-06,1.8174536e-05,1.4941335e-06,2.5701775e-05,6.48101e-06,1.265587e-05,0.0046741664,2.3466879e-05,7.46156e-06,4.4560156e-06,5.32673e-05,2.3150633e-05,1.0639956e-05,1.6930759e-05,0.00015424492,3.3839367e-06,3.2933975e-05,9.2215996e-05,2.4539147e-05,2.8653621e-05,2.029677e-05,0.00069539977,2.3121529e-05,1.931702e-06,6.4304487e-07,1.5908085e-05,3.0002344e-05,7.179827e-06,2.5955594e-06,0.0015713249,2.3932917e-05,0.00078110775,6.489493e-05,1.3446701e-05,4.3191845e-05,4.79139e-07,0.000115817755,3.2581047e-06,2.4312922e-06,1.1047061e-05,9.530311e-06,6.1988667e-06,1.8846735e-06,2.3663386e-05,0.0007096227,8.111383e-06,0.024101531,3.29732e-05,0.07041843,1.0110107e-05,3.5570272e-05,0.0024672786,3.7744303e-05,3.900026e-07
