图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,Bedroom-预测置信度,Coast-预测置信度,Forest-预测置信度,Highway-预测置信度,Industrial-预测置信度,InsideCity-预测置信度,Kitchen-预测置信度,LivingRoom-预测置信度,Mountain-预测置信度,Office-预测置信度,OpenCountry-预测置信度,Store-预测置信度,Street-预测置信度,Suburb-预测置信度,TallBuilding-预测置信度
<DATA_ROOT>/data15/test/Bedroom/image_0003.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.7167611,0.0007427857,6.857937e-05,0.00018028567,0.0016717197,0.000102247104,0.040821765,0.19534346,2.3920475e-05,0.021281522,0.00058757333,0.020734593,0.0003655319,0.00013843548,0.00117648
<DATA_ROOT>/data15/test/Bedroom/image_0004.jpg,0,Bedroom,0,Bedroom,6,Kitchen,7,LivingRoom,True,0.7756604,0.00092020497,2.192389e-05,0.00037835937,0.0005011004,9.837691e-05,0.1802262,0.023090804,9.9528486e-05,0.017276706,0.0012551995,0.00016436349,8.294285e-05,7.699801e-05,0.00014701321
<DATA_ROOT>/data15/test/Bedroom/image_0006.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.8880984,1.9043055e-05,1.1488303e-05,2.666762e-06,1.2240354e-05,2.427942e-05,0.00047277086,0.110864155,6.0343473e-06,0.00035283016,2.085332e-05,1.8756333e-05,2.0608997e-05,3.4280114e-05,4.144703e-05
<DATA_ROOT>/data15/test/Bedroom/image_0007.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.59889764,0.0001111929,1.4013476e-05,4.8263963e-05,0.0010911584,0.0001955897,0.045189112,0.33726373,1.089476e-05,0.008279496,8.105116e-05,0.0010753947,0.00038137432,4.0463788e-06,0.007357008
<DATA_ROOT>/data15/test/Bedroom/image_0008.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.97757477,5.9421964e-05,1.1348909e-05,2.7567343e-05,0.00016844904,7.354741e-05,0.0008721994,0.019871114,8.931036e-05,0.00058363046,9.539879e-05,0.00044205214,6.664217e-05,1.9207228e-05,4.5364515e-05
<DATA_ROOT>/data15/test/Bedroom/image_0011.jpg,0,Bedroom,9,Office,6,Kitchen,0,Bedroom,True,0.22992152,0.0001876747,9.136892e-06,3.832805e-05,0.005927684,0.0010557297,0.259535,0.050770234,0.00012415032,0.39922088,0.00013338262,0.05086192,0.00010443772,5.4713702e-05,0.0020551796
<DATA_ROOT>/data15/test/Bedroom/image_0014.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.5204833,0.00036151343,0.00014840811,0.0005193718,0.00086298585,0.00049104437,0.16910702,0.19979334,4.8779093e-05,0.10441767,0.00014631278,0.0014659346,0.00019445023,0.00014008276,0.0018197368
<DATA_ROOT>/data15/test/Bedroom/image_0016.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9028135,0.00031748088,2.295344e-05,3.9245064e-05,0.0018327063,0.0024557929,0.0065810643,0.08314792,7.3258866e-06,0.00040404085,0.00024584535,0.00052117906,0.00052272837,0.00079564156,0.00029260977
<DATA_ROOT>/data15/test/Bedroom/image_0017.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.5517784,0.00013525425,2.8970939e-05,0.00021138233,0.0031785446,0.00038017536,0.07333078,0.34223658,4.537281e-05,0.02423087,0.00029079267,0.0036803996,0.00023017067,7.1065806e-05,0.00017126101
<DATA_ROOT>/data15/test/Bedroom/image_0019.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,9,Office,True,0.8296412,0.00019704323,7.838675e-05,6.427361e-06,0.00018373001,0.00010935734,0.0056181583,0.15310326,7.4433506e-06,0.0077453507,0.0001836193,0.0019324066,1.17900645e-05,0.00019398022,0.0009878327
<DATA_ROOT>/data15/test/Bedroom/image_0020.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,9,Office,True,0.72606426,0.00071352994,4.717125e-05,0.00012325104,0.0010973148,0.0031933938,0.059002575,0.13278987,1.7925988e-05,0.064752914,0.00038088273,0.0088488795,0.0003615533,0.00092241383,0.0016840656
<DATA_ROOT>/data15/test/Bedroom/image_0021.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.6903143,0.00016177929,4.854624e-05,3.744925e-05,4.5682715e-05,0.0025245144,0.031996626,0.26379898,1.3205388e-06,0.0036034654,0.0016325159,5.6104862e-05,7.625591e-05,0.0021518343,0.003550593
<DATA_ROOT>/data15/test/Bedroom/image_0024.jpg,0,Bedroom,7,LivingRoom,0,Bedroom,6,Kitchen,True,0.4713923,5.1349063e-05,6.616294e-06,1.2087463e-05,5.970279e-05,7.730493e-05,0.015289659,0.5038471,1.6287906e-05,0.005436486,1.5518775e-05,0.0036575603,7.1113755e-05,4.1294854e-05,2.5599706e-05
<DATA_ROOT>/data15/test/Bedroom/image_0026.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.98651195,2.0161146e-06,5.087597e-06,1.4735798e-06,4.7880712e-05,6.228798e-05,0.0032839868,0.0065350467,1.4763952e-05,0.00048463573,1.5834772e-05,0.002975815,6.141391e-06,1.468285e-05,3.8336322e-05
<DATA_ROOT>/data15/test/Bedroom/image_0029.jpg,0,Bedroom,7,LivingRoom,0,Bedroom,6,Kitchen,True,0.1935802,1.3109152e-05,7.1167947e-06,5.39952e-07,0.00012484976,0.0006843026,0.008636255,0.79609793,2.4244255e-07,0.00048589963,7.244389e-06,0.000116627416,1.4866932e-05,2.3583403e-05,0.00020721486
<DATA_ROOT>/data15/test/Bedroom/image_0030.jpg,0,Bedroom,7,LivingRoom,11,Store,0,Bedroom,True,0.12742981,6.0711303e-05,0.0007021794,0.00025018005,0.0038464041,0.0066869077,0.09583605,0.4775731,0.00028959406,0.009916538,7.727182e-05,0.25539574,0.005071091,0.0006969952,0.016167417
<DATA_ROOT>/data15/test/Bedroom/image_0033.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9887468,1.0905555e-06,3.526107e-07,1.6321698e-06,7.6137726e-06,7.35653e-06,0.00016078388,0.01103213,7.2600113e-07,2.2930346e-06,7.077905e-06,1.2088958e-05,7.583236e-06,1.0635143e-06,1.1461521e-05
<DATA_ROOT>/data15/test/Bedroom/image_0034.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.9389345,0.00054897275,7.92142e-05,0.0003544238,0.0004669086,0.000108393135,0.009621186,0.045225546,0.00083547714,0.00080449646,0.00020352284,0.002480065,4.1521846e-05,4.5393597e-05,0.00025040636
<DATA_ROOT>/data15/test/Bedroom/image_0039.jpg,0,Bedroom,7,LivingRoom,0,Bedroom,6,Kitchen,True,0.20305142,5.405761e-05,4.2088508e-05,4.2845302e-05,0.00013599014,0.0014100601,0.010762458,0.77766466,1.0095511e-05,0.00046505677,9.251823e-05,0.0053771017,0.00039556297,0.00015561518,0.00034051092
