图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,Bedroom-预测置信度,Coast-预测置信度,Forest-预测置信度,Highway-预测置信度,Industrial-预测置信度,InsideCity-预测置信度,Kitchen-预测置信度,LivingRoom-预测置信度,Mountain-预测置信度,Office-预测置信度,OpenCountry-预测置信度,Store-预测置信度,Street-预测置信度,Suburb-预测置信度,TallBuilding-预测置信度
<DATA_ROOT>/data15/test/Bedroom/image_0191.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,5,InsideCity,True,0.99891317,3.5878074e-05,4.7184117e-06,2.0336531e-06,7.837901e-06,5.2491934e-05,3.0218649e-05,0.00079931604,4.9207765e-06,2.6251864e-05,3.5676832e-05,2.4467327e-05,1.2003829e-06,1.655119e-05,4.5225854e-05
<DATA_ROOT>/data15/test/Bedroom/image_0026.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,11,Store,True,0.998728,4.393736e-06,3.2076357e-06,3.651049e-08,4.1580415e-06,4.8767222e-05,3.5287547e-05,0.0009635466,8.7196696e-07,1.6965156e-05,8.18945e-07,0.00018805357,2.996649e-07,4.7008843e-06,9.6231e-07
<DATA_ROOT>/data15/test/Bedroom/image_0033.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,5,InsideCity,True,0.99970263,8.650578e-06,2.1522233e-06,3.676476e-07,4.3203067e-06,1.8438188e-05,2.986388e-06,0.00021874737,1.48765e-06,6.4931423e-06,2.7444732e-06,1.1592235e-05,5.2249624e-07,1.3336779e-05,5.6007966e-06
<DATA_ROOT>/data15/test/Bedroom/image_0153.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.99815124,1.36383405e-05,3.697383e-06,6.4451007e-07,5.770845e-06,3.3721433e-05,7.2591625e-05,0.0015541007,2.7007816e-06,8.0369655e-06,6.6495006e-05,2.9422568e-05,1.4452024e-06,5.3455922e-05,3.0952272e-06
<DATA_ROOT>/data15/test/Bedroom/image_0192.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,11,Store,True,0.9177893,2.2446991e-05,6.629224e-05,2.1356013e-06,0.0026505608,0.0019343192,0.009850827,0.03757277,8.1106606e-07,0.009733017,3.5532494e-06,0.020221725,2.1942938e-06,2.377078e-05,0.00012635028
<DATA_ROOT>/data15/test/Bedroom/image_0019.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,2,Forest,True,0.99796605,1.0733841e-05,9.8622266e-05,8.6415105e-07,7.5505372e-06,6.24859e-05,3.078321e-05,0.0016890973,3.7105283e-06,5.4260847e-05,8.298379e-06,1.22081265e-05,1.3801168e-06,4.8348586e-05,5.6699364e-06
<DATA_ROOT>/data15/test/Bedroom/image_0030.jpg,0,Bedroom,7,LivingRoom,0,Bedroom,6,Kitchen,True,0.28941134,4.0431783e-05,5.454521e-05,5.6800314e-07,3.6280027e-05,0.0006132031,0.020814436,0.6762481,3.0013343e-06,0.0007186828,2.8399985e-05,0.011817506,2.1681279e-05,0.00017531641,1.648343e-05
<DATA_ROOT>/data15/test/Bedroom/image_0024.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,11,Store,True,0.99946696,5.014133e-06,2.0912805e-06,7.559946e-08,2.3533782e-06,1.8891262e-05,6.0470225e-06,0.00044921332,7.9509994e-07,9.617477e-06,8.756975e-07,2.8454719e-05,4.2355416e-07,7.927373e-06,1.0683374e-06
<DATA_ROOT>/data15/test/Bedroom/image_0140.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,6,Kitchen,True,0.8394444,6.898591e-05,6.376613e-05,5.464674e-06,2.5799007e-05,0.0009633831,0.0015777822,0.1566521,5.421775e-06,0.0001854866,9.7661265e-05,0.00053578225,3.2012354e-05,0.0002662858,7.5621676e-05
<DATA_ROOT>/data15/test/Bedroom/image_0168.jpg,0,Bedroom,0,Bedroom,7,LivingRoom,2,Forest,True,0.99676204,0.00014314085,0.00020421705,3.7695436e-06,8.327459e-06,4.052456e-05,1.5297974e-05,0.002508237,8.05294e-05,2.235922e-05,0.00015170478,1.1437892e-05,4.66453e-07,4.2482254e-05,5.4691823e-06
